account_id,customer_id,branch_id,account_type,account_status,open_date,close_date,balance,currency,interest_rate,overdraft_limit,monthly_fee,account_number
ACC7532307,CUST003065,BR024,money market,Frozen,20-05-29,,,USD ,3.5595,0,15,515974916957
ACC7402487,CUST004060,BR038,Money Market,Frozen,04-07-2014,,2685.68,usd,1.8621,$100.00,25,025361323548
ACC7304261,CUST000145,BR004,Savings,CLOSED,99/99/9999,,6396.59,GBP,2.4168,500,10,204088380935
ACC7151801,CUST001223,BR036,check,closed,30-12-2006,,3366.31,US Dollar,2.209,1000,0,626196239849
ACC5974681,CUST002354,BR025,Biz,closed,08/02/2003,05-03-22,8947.44,USD,0.7829,100,12,386284663922
ACC6132880,CUST004029,BR001,BUS,Frozen,2022-05-23,,4048.39,GBP,0.6941,100,0,968310077040
ACC8222895,CUST002955,BR027,Buisness,closed,11/16/2022,23-02-10,4676.23,US Dollar,2.1714,100,0,246510978128
ACC7601779,CUST001950,BR013,Checking,ACTIVE,11-10-14,,4405.75,EUR,2.1356,1000,15,779670144071
ACC4777884,CUST000858,BR026,money market,active,,,2387.42,US Dollar,1.2954,1000,10,017307056927
ACC3859731,CUST003593,BR037,Business,Frozen,01/10/2010,,4676.21,$,2.2805,"$1,000.00",5,175236697986
ACC1803366,CUST001921,BR002,Checking,Active,09/15/2020,,$289.03,USD,1.8887,500,25,747245638932
ACC8081069,CUST001898,BR040,Money Market,CLOSED,11-12-13,,7860.21,,3.2879,1000,25,268927007856
ACC4472721,CUST003426,BR039,MONEY MARKET,open,06/28/2001,,6016.93,GBP,0.1375,0,12,190691826754
ACC9727289,,BR043,Savings,Open,18/07/2022,,1125.37,USD,,100,0,780775042638
ACC9386744,CUST002592,,Checking,Closed,2007-07-26,,5844.63,GBP,5.2759,,12,105417620244
ACC5686698,CUST003951,BR030,Money Market,Active,22-02-2010,99/99/9999,USD 50.89,GBP,4.8453,0,25,450486796625
ACC8097051,CUST001626,BR014,BUS,N/A,14-09-2008,,979.75,USD ,2.36,0,25,189929068439
ACC4730095,CUST002168,BR040,Money Market,Open,04-09-08,23-06-08,269.42,GBP,4.2808,1000,25,530996298630
ACC7926194,CUST001127,BR048,Checking,open,07-07-2001,,6060.64,USD ,2.4724,1000,10,463904943139
ACC8234396,CUST002043,BR004,Savings,Open,30/10/2021,,5640.29,US Dollar,1.4079,0,12,036331499391
ACC8277831,CUST003041,BR028,Money Mkt,Suspended,16-11-2007,,,USD ,4.6658,,25,403620359103
ACC5795938,CUST004620,BR004,Money Market,Closed,12-06-09,,17.97,US Dollar,5.364,500,5,404146465780
ACC4726111,CUST000954,BR006,Money Market,Frozen,11/12/2021,,,usd,1.9336,500,15,024071644029
ACC9715262,CUST003724,BR049,CHECKING,Inactive,02-03-22,"July 23, 2004",4880.9,usd,2.8319,500,0,726621434030
ACC1102339,CUST003030,BR009,Savings,active,"February 21, 2020","October 10, 2020",,,1.1613,100,0,811807021265
ACC9044866,CUST001921,BR017,MONEY MARKET,open,2017-08-21,,4196.9,GBP,0.6362,500,0,284740542250
ACC7590086,CUST003100,,Savings,Open,"August 17, 2010",,$351.44,,3.5258,500,25,155051843381
ACC2247595,CUST000759,BR043,CHECKING,N/A,01-04-2000,,$800.28,EUR,0.8922,100,15,719107607573
ACC5121911,CUST001079,BR008,Checking,closed,"May 02, 2008",03/25/2017,2583.5,$,,0,10,349642908710
ACC2383848,CUST001193,BR030,money market,Closed,"August 31, 2021",,4240.24,usd,2.4471,250,0,614674839015
ACC3946158,,,Checking,closed,99/99/9999,,630.68,EUR,,USD 1000.00,10,824273315318
ACC6549527,CUST004245,BR034,Business,active,03-06-11,,819.36,,0.998,1000,5,842613006574
ACC4428953,CUST001441,BR026,SAV,Closed,03-07-07,,-914.87,usd,0.6955,500,10,205812200707
ACC9205418,CUST001033,BR030,savings,N/A,28-07-2006,,"$1,090.92",US Dollar,3.2213,100,25,569292598145
ACC3955451,CUST002899,BR017,Checking,Suspended,09-07-2023,,1027.6,USD,2.0175,1000,10,368192053214
ACC2271399,CUST003556,,savings,open,06/22/2005,,2011.09,GBP,3.1484,500,15,367973487290
ACC2360425,CUST000418,BR001,Business,Closed,08-03-2011,,USD 4242.83,usd,2.3782,100000,15,522957362176
ACC4525288,CUST003336,BR032,Savings,open,"March 03, 2019",,2305.24,USD,0.3659,250,12,352590289167
ACC9809150,CUST002616,BR035,Business,CLOSED,2014-08-11,,5983.97,US Dollar,4.8345,100,10,917789315553
ACC6882660,CUST000575,BR040,Money Market,Open,2021-02-27,,5081.43,USD,,100,5,464647140019
ACC7418284,CUST000576,BR024,money market,closed,30-12-2023,,541.11,$,2.3897,0,12,064912951547
ACC3659593,CUST001184,BR047,Checking,active,08/04/2018,,200.3,,4.0297,250,10,812827926876
ACC4678315,CUST001021,BR023,Savings,open,11-01-12,21/07/2013,841302.0,$,3.5266,0,15,161907293496
ACC2150729,CUST001700,BR010,Savings,CLOSED,22-05-2022,,$332.79,USD ,5.2369,,10,019047832214
ACC6181413,CUST002596,BR009,Savngs,Inactive,2015-01-31,,642.27,usd,2.3197,250,15,396251674634
ACC9683091,CUST000784,BR011,business,Active,"December 24, 2019",,89.53,EUR,0.2881,250,25,624175744127
ACC8934524,CUST001478,BR049,Savings,Inactive,"January 09, 2007",,3959.06,,3.2149,500,12,487680992438
ACC2179554,,BR013,BUS,N/A,03-03-2001,,3492.64,,0.378,,12,862947292561
ACC7041884,CUST000136,BR038,Checking,Closed,22-09-07,2022-12-08,"$17,341.69",USD ,1.4591,100,15,571613375942
ACC2482703,CUST003848,BR038,CHK,active,11-01-31,,USD 8719.08,USD,,,5,457857331552
ACC5785903,CUST000528,BR006,Money Market,Suspended,24/04/2000,19-05-2020,2116.25,,3.3277,USD 250.00,5,845659435229
ACC3283837,CUST000335,,SAVINGS,open,06/24/2009,,1858.22,,4.905,100,10,994113363542
ACC3555619,,BR050,sav,Active,20-09-2014,09-09-2022,1408.75,USD,1.2103,100,15,744741169812
ACC9232638,CUST002275,BR019,money mkt,Inactive,09-05-10,,661.42,usd,4.7183,500,0,700458639543
ACC2199200,CUST004741,BR050,Savings,active,08/09/2014,NULL,594.39,EUR,3.9092,,12,470106016181
ACC8322006,CUST001906,BR035,Savings,open,2016-02-14,,567.56,usd,2.0934,250,5,629220432376
ACC5093311,CUST004443,BR013,business acct,N/A,"May 15, 2003",,484.67,EUR,1.2046,1000,10,793506890810
ACC2254348,CUST003739,BR015,Current Acct,Open,16-02-2020,,1100.44,USD ,,0,10,597876899118
ACC5573846,CUST003470,BR045,Savings,Inactive,2001-09-02,,1464.99,US Dollar,2.5114,250,25,450138163016
ACC3884997,CUST003678,BR045,Checking,Inactive,"January 16, 2011",,13036.6,$,5.0676,,15,948321235485
ACC6090679,CUST002770,BR013,Business,active,09/06/2019,12-09-2021,3455.49,,2.6591,1000,10,400232099140
ACC3283074,CUST004499,BR026,Money Market,Closed,12/05/2005,,"17558,87",GBP,0.7,0,25,856459119492
ACC7816405,CUST002007,BR041,Checking,closed,07-12-25,,1863.84,US Dollar,3.5907,,15,720390807000
ACC2089949,CUST004584,BR030,Business,active,17-11-10,,2447.2,USD ,1.3262,,0,642742990259
ACC2541715,CUST004586,BR002,Biz,closed,06/22/2017,2017-11-27,1569.67,US Dollar,3.8672,USD 500.00,15,167516509067
ACC9335507,CUST003750,BR034,Money Mkt,Closed,2020-03-03,,$807.91,GBP,4.1461,1000,5,179832437909
ACC2320536,CUST001688,BR004,Checking,active,12/16/2022,24/12/2022,618.04,USD ,1.6069,250,10,266022258802
ACC1583858,CUST003253,BR005,Savings,Inactive,09-09-2013,,11607.45,US Dollar,5.4651,100,10,056814128039
ACC8492043,CUST002846,BR048,Current Acct,ACTIVE,09/11/2012,,17313.39,,2.5758,100,5,537416319316
ACC6254947,CUST003431,BR028,MM,Open,20-08-21,,183.8,$,1.7107,1000,10,793855422749
ACC9303207,CUST000485,BR034,Biz,N/A,12/16/2000,,651.7,,4.0278,250,25,169553298627
ACC5034391,CUST000266,BR008,check,Frozen,08/29/2020,,2203.29,usd,4.0642,1000,5,545937629560
ACC7504663,CUST001545,BR034,SAVINGS,Open,"February 06, 2019",,,USD ,3.8048,500,12,737911578396
ACC6514986,CUST003380,BR049,Savings,closed,27/03/2008,,1809.47,US Dollar,0.5178,250,10,033748161684
ACC3188200,CUST003192,BR003,savings,active,99/99/9999,,552.9,EUR,4.5221,,12,092819938358
ACC1456938,CUST003883,BR034,Business,active,,,2438.99,GBP,4.45,500,25,804302776613
ACC8116870,CUST000353,BR050,savings,Inactive,16/09/2008,,1268.14,US Dollar,1.9814,100,25,321698127476
ACC4157997,CUST001616,BR008,Savings,open,,,1734.87,GBP,2.7071,1000,0,211703697996
ACC9156337,CUST002000,BR004,Money Mkt,Closed,23/06/2020,,396.24,usd,2.5017,USD 500.00,0,648418491847
ACC6779643,CUST001039,BR016,Checking,Suspended,16-03-05,,"2235,36",usd,3.9677,0,0,130799549267
ACC5192649,CUST000706,BR039,Savings,Open,08-01-2001,,16359.25,$,0.1782,,25,726282071876
ACC2600586,CUST002348,BR020,BUSINESS,active,26/06/2013,,1594.95,USD ,3.8895,250,0,469919789976
ACC1046863,CUST002506,BR044,Savings,Active,09/01/2009,,836377.0,EUR,1.2863,,25,490223714709
ACC7223582,CUST000524,BR018,Business,Frozen,28-10-2020,05-08-2021,7411.11,$,5.2069,500,5,570648802783
ACC5179129,CUST000208,BR025,Money Market,open,26-02-2013,,12151.09,USD ,5.2093,1000,10,768615414289
ACC1956833,CUST003245,BR048,svgs,N/A,,,6244.68,USD,3.1294,,15,770621303065
ACC7806293,CUST003722,BR015,Business,N/A,15-08-26,2020-09-21,4310.5,USD ,0.6007,1000,10,646533583536
ACC5266780,CUST001494,BR002,Savngs,Inactive,2015-10-30,04/16/2016,7768.04,EUR,1.6555,500,5,010070441787
ACC8929849,CUST002723,BR017,Savings,Active,07/06/2008,,314.63,$,0.4079,100,10,498572073448
ACC4024055,CUST004415,BR015,Checking,active,04-12-2010,,2485.77,,1.6716,100,25,893012433852
ACC1302058,CUST000553,BR043,Savings,ACTIVE,29/10/2019,,-18133.72,US Dollar,4.2484,250,25,238296743225
ACC3947807,CUST002662,BR028,Money Market,ACTIVE,2004-03-22,,5871.76,US Dollar,0.2874,100,5,279300312420
ACC4978978,CUST004991,BR019,business acct,CLOSED,NULL,,13088.62,GBP,1.2829,$500.00,0,540734609701
ACC5253935,CUST003728,BR014,Business,Frozen,"July 01, 2013",NULL,6049.87,US Dollar,3.9532,1000,15,291770593934
ACC1437898,CUST000927,BR015,Chequing,ACTIVE,"June 07, 2009",,8313.99,US Dollar,5.4933,,15,513993913115
ACC9130138,CUST002453,BR029,money market,open,10/07/2021,,4903.91,EUR,1.9229,0,5,314233056070
ACC4312204,CUST000646,BR013,MONEY MARKET,closed,15-10-2016,,5716.84,,0.7939,1000,0,150008274220
ACC4941114,CUST001355,BR014,Business,active,23-11-02,,2962.45,EUR,3.2418,100,15,282217940714
ACC5426716,CUST000979,BR032,svgs,Suspended,"May 18, 2002",,10320.62,usd,2.0351,0,15,063804893240
ACC9414414,CUST004877,BR002,Biz,N/A,99/99/9999,,6972.77,,,100,5,299111362036
ACC5772372,CUST004004,BR048,Money Market,Suspended,01/11/2008,,"$7,428.65",USD ,1.9239,,5,497258436291
ACC9109876,CUST004697,,Business,Closed,25-05-2022,,4471.29,$,2.8997,0,15,867666071398
ACC7523792,CUST003922,BR020,CHK,Frozen,13-10-12,03/08/2021,,USD ,1.444,,5,822733931269
ACC3885963,CUST001977,BR008,Savings,ACTIVE,NULL,,145.12,,1.9457,500,10,981864208723
ACC4597842,CUST004994,BR033,BUSINESS,Suspended,2012-12-04,,10973.99,usd,0.9378,500,15,372549262587
ACC6140497,,BR042,BUS,Inactive,05-11-03,,3528.72,EUR,1.653,250,15,677154796664
ACC4478835,CUST004064,BR005,Checking,active,05/04/2001,21/06/2022,USD 1416.10,EUR,5.4602,100,5,304642587037
ACC7193968,CUST000205,BR032,Checking,Active,06/11/2003,,646.01,$,0.199,0,12,901299220903
ACC7002126,CUST000800,BR013,check,open,19/10/2000,,7076.62,,3.8809,100,25,025214867883
ACC9390500,CUST001257,BR042,Business,N/A,12/20/2002,,7244.26,usd,1.2546,,25,560568785286
ACC3309216,CUST004204,BR023,Saving Acct,CLOSED,19-12-23,,673897.0,GBP,0.6039,250,0,120630055016
ACC7380856,CUST001968,BR036,business,active,14-02-2015,,4143.48,,3.6724,,5,069615033501
ACC5696892,CUST002799,BR016,Checking,Frozen,30-12-2010,,"$1,822.92",,0.1163,500,5,385044514591
ACC6022069,CUST001248,BR039,Savings,Suspended,29-08-2023,,,$,5.2872,0,25,118442401525
ACC6626761,CUST001514,,Money Market,Open,18-10-23,,,US Dollar,4.3126,100,12,216613716591
ACC5575678,CUST001620,BR021,Savings,Open,09-09-03,,7173.62,US Dollar,2.6708,250,12,094860260838
ACC1973983,CUST002918,BR008,Checking,active,17-11-21,,365.97,EUR,3.0541,,15,374153953510
ACC2386105,CUST002782,BR025,svgs,Inactive,06/19/2012,03/17/2016,3985.18,GBP,1.7828,100,25,057170697353
ACC3976110,CUST000640,BR044,Biz,Inactive,05/05/2010,,2805.32,$,0.9476,100,5,072676625592
ACC8158970,CUST000299,BR008,Chequing,N/A,2020-07-22,,2992.01,EUR,2.1985,,25,822720306250
ACC9446741,CUST001589,BR014,MoneyMarket,closed,02/04/2002,,"10453,48",USD ,1.4498,0,15,652759655622
ACC4398158,CUST002832,,chk,N/A,13-03-2013,,USD 128.50,USD ,4.9097,1000,25,963665839642
ACC7094878,CUST002824,BR008,business,N/A,"July 14, 2000",,5938.14,GBP,3.3454,1000,10,927799727658
ACC7424566,CUST002725,BR027,Money Market,N/A,"December 08, 2004",,,US Dollar,1.2404,250,5,226125331241
ACC6964148,CUST003437,BR043,Money Market,Active,03/28/2009,,155.6,USD ,4.8259,1000,10,213214783781
ACC7210149,CUST000704,BR002,Money Market,ACTIVE,08/11/2016,,2247.2,USD,4.7617,500,0,352277890924
ACC5523929,CUST001261,BR022,Savings,Frozen,07/21/2022,,260.61,US Dollar,3.0854,,25,695707175914
ACC4190028,CUST002637,BR012,Savngs,Inactive,20/12/2017,,6226.32,usd,3.1633,0,5,377310717933
ACC1359586,CUST001086,BR035,Business,Frozen,,,3016.37,GBP,4.4451,,5,069714794543
ACC9045103,CUST000496,BR009,Savngs,ACTIVE,99/99/9999,,117.88,$,4.5827,100,25,428758031860
ACC7818584,CUST004915,BR031,Checking,CLOSED,08/08/2018,,165.37,GBP,1.106,500,12,286431666935
ACC4331683,CUST004355,BR022,Business,open,19-10-13,,3793.9,usd,3.395,100,5,150341844591
ACC9831193,CUST003082,BR039,business acct,Open,NULL,,"$6,561.89",USD,5.4723,500,10,114205859824
ACC9027846,CUST002646,BR006,Saving,closed,17-02-02,,2303.59,GBP,2.3583,500,15,364892524874
ACC9282752,CUST004212,BR024,Savings,Suspended,2011-05-23,,3234.96,usd,2.9343,100,25,449063710469
ACC6442142,CUST004981,,sav,Frozen,2018-11-10,,6434.34,USD,2.0788,,0,642230079064
ACC7629067,CUST003906,BR032,Current Acct,Closed,09/25/2004,,3771.63,USD,,500,10,851872259970
ACC9374908,CUST004532,BR041,Checking,N/A,"January 08, 2008",,1018.33,GBP,4.8091,500,0,311127479126
ACC3440033,CUST004320,,Savings,Frozen,99/99/9999,,3797.86,$,0.3613,,25,029398978573
ACC6689904,CUST001692,BR032,business acct,Closed,19-12-2023,,3958.45,EUR,2.9228,1000,0,701018491841
ACC8749070,CUST003763,BR025,Savings,Open,15-05-2021,,5298.64,GBP,3.6077,250,0,409764879861
ACC3422579,CUST003818,BR028,Money Market,Closed,19-12-30,,3879.55,US Dollar,2.6522,,12,770508360499
ACC1670226,CUST003503,BR036,SAV,Open,27-07-2003,,13926.44,USD ,0.5933,0,10,995621924194
ACC7309576,CUST000591,BR046,business acct,CLOSED,"October 05, 2012",08/04/2016,879.04,US Dollar,0.2943,0,12,210958561284
ACC4711439,CUST003904,BR036,Saving Acct,N/A,02/07/2007,,12071.15,usd,2.2531,0,10,920643688090
ACC1848083,CUST002656,BR008,Money Market,closed,"July 04, 2013",,,$,3.2868,250,10,748713538043
ACC6532060,CUST002336,BR002,Business,N/A,"March 30, 2011",,4458.43,US Dollar,0.7665,USD 100.00,10,934302349132
ACC6271250,CUST000059,BR039,Checking,Open,"November 30, 2016","August 26, 2018",$419.05,GBP,4.0625,500,15,635963038521
ACC9796434,CUST003222,BR041,Checking,ACTIVE,2007-05-24,,1915.86,$,1.1292,500,10,658805836926
ACC4503974,CUST004909,BR030,Business,Closed,2020-07-29,,"$5,867.92",USD,0.5477,,0,712823868242
ACC2243301,CUST003807,BR024,Checking,CLOSED,08-07-2023,,4909.12,US Dollar,3.9069,,25,729900084299
ACC4806167,CUST004258,BR002,Business,open,21-10-07,2022-12-04,163.87,EUR,3.9845,500,10,777392237927
ACC4918663,CUST004465,BR030,Buisness,Active,09-03-2022,,3163.87,US Dollar,1.9631,0,12,126358203371
ACC9129938,CUST001491,BR019,Checkng,N/A,01-07-2009,,369.68,USD ,4.3953,1000,15,301801053845
ACC4930247,CUST002156,BR043,Money Market,CLOSED,"May 16, 2022",,21944.79,US Dollar,3.5225,50000,5,232091216409
ACC4252130,CUST003485,BR025,Checking,open,2000-04-26,,9103.64,GBP,0.8299,250,5,836863476370
ACC8695517,CUST000436,BR036,Business,N/A,2009-05-13,,85.22,GBP,2.4869,0,10,151358124296
ACC6010276,CUST001195,BR006,MoneyMarket,N/A,99/99/9999,,7826.05,usd,1.3667,100,12,511227343398
ACC6656768,CUST002931,BR022,Money Market,Open,10-05-23,,10074.5,US Dollar,1.0221,100,0,794553448522
ACC9342906,CUST003097,BR024,Current Acct,Frozen,2021-09-24,,1745.03,US Dollar,0.1251,100,12,820548732196
ACC3406706,CUST002612,BR013,Savngs,N/A,2021-06-15,,5084.75,USD,,$250.00,25,175028071328
ACC8312717,CUST004145,BR016,Checkng,Suspended,2008-05-05,,2334.33,EUR,1.9592,500,12,117346746390
ACC7637236,CUST004349,BR033,svgs,open,2018-01-05,,4259.54,USD ,4.921,0,5,281618418421
ACC8487934,,BR006,Business,closed,NULL,,,US Dollar,,0,10,883830634980
ACC7823002,CUST001624,BR041,CHK,ACTIVE,10-04-2011,,1557.73,US Dollar,2.1094,,12,834889335750
ACC1339079,CUST003071,BR010,Business,N/A,2014-07-12,,2209.6,EUR,2.7704,100,5,474750728636
ACC8159485,CUST004379,BR033,Checking,Closed,22-10-2004,22-01-14,629.27,GBP,4.6352,0,0,626677682624
ACC2444283,CUST003366,,Business,Suspended,28-07-2018,,7114.72,EUR,2.0319,,0,421004953222
ACC4854850,CUST000466,BR003,Savings,closed,"February 25, 2022",,1715.13,USD,1.4059,,15,562957672519
ACC8303105,CUST004638,BR040,Money Market,Open,"August 26, 2005",10/20/2022,,USD,1.2788,500,0,706975861601
ACC6496778,CUST004576,BR009,Checkng,Frozen,07-03-25,22-12-2018,8979.33,US Dollar,1.7301,1000,15,545231214854
ACC4041876,CUST003502,BR024,CHK,Suspended,31/10/2022,23-01-04,2745.67,USD,4.8271,100,12,122029014692
ACC6717636,CUST000843,BR031,business,Active,05-02-10,,3143.28,$,0.1238,0,25,259617257329
ACC6960162,CUST004571,BR024,Money Market,Active,22-11-16,,12539.8,usd,2.9025,,5,460050822610
ACC8570178,CUST002553,BR017,Checking,active,2017-12-19,,8711.8,$,0.8057,1000,10,826684842525
ACC9294989,CUST003671,BR044,SAV,Closed,19/11/2006,,-742.75,GBP,1.2862,250,25,140460238478
ACC1938158,CUST003414,BR044,Money Market,ACTIVE,06/17/2007,,,USD ,4.9535,100,25,424791443461
ACC5228409,CUST001292,BR021,Business,ACTIVE,2022-07-03,,14202.91,USD,3.5606,,25,879472447862
ACC9250065,CUST002239,BR043,Savings,Closed,2021-01-23,,1863.19,,,500,25,683246131161
ACC8432007,CUST001435,BR048,BUS,Open,27/07/2015,,1858.14,GBP,0.0382,250,0,817689741770
ACC9415561,CUST003924,BR005,business acct,Inactive,12/16/2019,,867.8,EUR,3.443,1000,5,735060185742
ACC4985956,CUST004047,BR004,sav,closed,"October 05, 2004",,485.61,GBP,0.4137,1000,15,615474541522
ACC6525355,CUST003732,BR008,Business,Inactive,20-09-09,,5392.99,,3.2159,,5,074005725078
ACC7348836,CUST000843,BR007,Money Market,ACTIVE,21-06-2013,,5879.23,USD ,0.2834,500,5,718056947726
ACC3780331,CUST001903,BR015,Business,ACTIVE,"November 07, 2008",29-06-2020,13896.75,$,2.0167,1000,0,800475656966
ACC2442284,CUST001843,BR015,Savings,active,06/07/2020,,5938.6,USD,,100,12,404485980184
ACC2681348,CUST004698,BR024,Biz,open,21-11-2017,,1115.43,USD ,1.9646,250,10,633153079542
ACC7442805,CUST001932,BR001,Checking,closed,08/09/2002,,163.77,US Dollar,2.5732,100,10,451368561603
ACC8384971,CUST001326,BR032,Checking,Closed,26-08-2004,,16917.19,usd,2.7851,,10,992086541636
ACC5034269,CUST001969,BR049,Chequing,active,09-10-2010,,1664.79,,3.4853,250,12,326457850039
ACC6123944,CUST000894,BR009,Business,Active,31/08/2005,,"$1,495.70",US Dollar,4.0104,500,25,858077313435
ACC2866791,CUST002395,BR024,Money Market,open,09/08/2010,,"$9,455.94",EUR,0.327,0,15,380087908464
ACC4325517,CUST000182,BR007,money market,Inactive,"May 17, 2020",,3518.87,USD,4.1871,0,12,289947410548
ACC9806614,CUST001514,BR044,Buisness,Suspended,,,967.63,,,,5,660390997805
ACC3095898,CUST001726,BR046,Money Market,Inactive,2000-08-14,23/12/2014,8796.37,USD ,,100,10,727358852012
ACC1449434,CUST002770,BR044,chk,Frozen,13-09-17,,20059.09,USD,4.7678,,15,072014192411
ACC9941434,CUST001623,BR030,Business,Suspended,09/21/2003,,362.67,,5.3006,0,5,429559162219
ACC8050899,CUST002927,BR043,Business,Suspended,2008-08-17,,7929.31,US Dollar,1.6815,0,5,194710629664
ACC2221556,CUST001860,BR007,Checking,Active,"July 09, 2023",,1980.57,usd,,250,5,021187546203
ACC2786299,CUST002850,BR011,chk,active,30-07-2002,,2969.96,USD ,3.5541,500,0,716534972079
ACC2552607,CUST000009,BR034,Checking,Open,,,9851.77,GBP,0.974,250,25,396048813936
ACC9185512,CUST003177,BR021,Checking,Inactive,13-10-2011,,14504.25,USD,1.357,250,0,083847135643
ACC2874718,CUST002288,BR017,SAV,Suspended,03/07/2018,,1216.13,GBP,3.8115,500,0,955470837838
ACC7177616,CUST001788,BR025,Money Market,Active,19-07-28,04/05/2020,957.35,usd,0.9144,250,15,996757594880
ACC4221593,CUST004388,BR025,MoneyMarket,Inactive,04/04/2021,,335.77,USD ,2.8398,250,12,178299608001
ACC8727429,CUST001447,BR037,CHK,Active,99/99/9999,,3300.3,usd,0.9628,100,25,370478365619
ACC8135044,CUST000917,BR042,Money Market,ACTIVE,"October 23, 2015",99/99/9999,54.79,usd,2.2996,0,25,368861517950
ACC1285903,CUST004663,BR033,SAVINGS,Open,18-07-2010,"February 19, 2022",2123.42,$,0.1832,0,25,368617716472
ACC1146729,CUST002558,BR046,Savings,CLOSED,04/11/2007,,304.86,USD ,2.2847,500,5,538035465367
ACC8602242,CUST000676,BR028,Saving Acct,Active,07/01/2013,,2078.29,,2.7065,250,10,859402570028
ACC2561562,CUST003550,BR049,CHK,N/A,99/99/9999,,163.01,USD ,2.66,100,15,867119290544
ACC9851462,CUST002875,BR002,Business,active,20-08-29,27/07/2021,,GBP,1.8532,USD 1000.00,10,481337075817
ACC1761333,CUST003737,BR002,Checking,Suspended,07/14/2005,,941.57,USD,2.1897,500,10,263355743389
ACC7901319,CUST001922,BR025,business,active,05-07-16,,1591.83,usd,3.127,100,5,506194571651
ACC5861232,CUST003762,BR049,Money Market,ACTIVE,"January 22, 2001",,8162.36,GBP,3.8673,250,10,808233707665
ACC2216526,CUST001551,BR037,Business,Closed,2003-03-02,,5485.88,EUR,4.0802,1000,10,840801654416
ACC9339944,CUST002634,BR036,CHECKING,Open,23-06-2023,,988.92,GBP,5.3472,0,10,651418547330
ACC3563079,CUST002776,BR048,business acct,Open,08/08/2014,,298.46,$,2.3134,0,10,779318322580
ACC1425376,CUST003267,BR015,Business,active,"June 08, 2018",08/16/2022,5030.53,EUR,3.1865,USD 500.00,5,659814522252
ACC9218777,CUST002937,BR022,MoneyMarket,ACTIVE,11-08-28,,1981.79,USD ,3.508,0,12,825149025734
ACC6439986,CUST003792,BR022,Money Market,Suspended,15/05/2015,,5811.1,US Dollar,4.2064,,25,540308745709
ACC4221009,CUST004121,BR038,Money Market,active,07/23/2008,,2357.27,$,,500,5,103475761503
ACC9011928,CUST001329,BR037,Money Market,Closed,28-01-2017,01/20/2018,1698.61,GBP,,100,12,415169142234
ACC6455247,CUST003308,BR019,Money Mkt,open,2020-05-17,10-06-2021,2400.12,US Dollar,4.6844,0,15,569601206751
ACC1356554,CUST001072,BR012,Money Market,Frozen,"June 28, 2021",,5522.19,USD,0.2413,0,10,777707162768
ACC6046075,CUST001981,BR032,Money Market,closed,03/17/2006,,9300.15,USD ,2.7578,100,0,892387308826
ACC3304070,CUST003886,BR002,Savngs,closed,2023-01-11,,204.19,usd,1.4367,,5,120407632253
ACC4494264,CUST003328,BR039,CHK,Suspended,12-04-07,,2970.29,USD ,4.4576,250,25,729581816027
ACC8028108,CUST001174,BR040,Business,closed,2001-10-30,29-10-2015,133.55,USD,4.4528,250,10,879133021196
ACC6049542,CUST004616,BR049,business,active,03/29/2014,17-11-23,2527.53,GBP,3.0268,0,0,781114707973
ACC1389407,CUST001148,BR031,Biz,Open,99/99/9999,,"$8,661.14",USD,5.3202,1000,15,839861897923
ACC6583254,CUST002497,BR034,Savings,open,"May 30, 2000",,1795.1,$,5.4209,1000,15,328306802883
ACC3527442,CUST004071,BR036,Savings,closed,21/03/2017,,10779.57,$,1.5143,100,0,810599668282
ACC1487815,CUST002475,BR045,SAV,Inactive,10/21/2006,07-12-30,3983.59,usd,4.0394,1000,0,036749613928
ACC3286790,CUST004895,BR033,business acct,Inactive,2006-06-20,,10881.83,USD,,250,25,301737492321
ACC5980065,CUST001412,BR043,Checking,Inactive,2016-11-06,,5661.52,EUR,1.0289,500,15,310821901010
ACC7798643,CUST001426,BR023,Business,Closed,07-03-13,,436.74,$,3.7099,1000,12,508759393677
ACC8813483,CUST004638,BR005,Money Market,active,13-06-29,,1051.44,,4.3904,250,25,420515168950
ACC3523698,CUST000414,BR006,Business,Suspended,15/02/2007,,2004.63,,3.5572,$100.00,15,706642888990
ACC1395064,,BR028,BUS,Open,"February 14, 2015",,745.83,USD ,3.731,1000,5,822343629336
ACC8449266,CUST001441,BR031,Savings,Suspended,01/07/2012,,2732.09,US Dollar,1.5906,0,25,437838588684
ACC1944345,CUST003655,BR007,Savings,N/A,11/25/2002,,,$,0.6212,500,10,798198360578
ACC7872338,CUST004770,BR011,business acct,Suspended,03-09-24,,12517.9,EUR,4.827,,0,510726315064
ACC6714338,CUST000284,BR013,Money Market,Closed,03/04/2011,,2274.72,,2.9295,0,25,604508170242
ACC4046930,CUST000836,BR005,money market,Closed,2006-12-26,,6160.15,usd,4.5715,,0,292770555664
ACC3120607,CUST001570,BR023,Savings,Suspended,22-12-2004,,11383.08,GBP,2.1922,250,0,798229779435
ACC5698374,CUST003880,BR014,Business,active,99/99/9999,2018-08-04,USD 8381.92,$,3.0031,100,25,295176092139
ACC9636554,CUST003864,BR015,money market,ACTIVE,08/03/2001,,936.15,usd,0.9299,,5,162550609337
ACC7207644,CUST000557,BR027,money mkt,CLOSED,NULL,,2740.95,USD,3.5841,500,0,517451838217
